ICAO_Code...1,Location_Name,Latitude,Longitude,Terr_code,ICAO Member State,ICAO_Code...7,...8,ICAO_Code...9,...10,...11,...12,...13,...14
KATL,HARTSFIELD - JACKSON  ATLANTA INTL,33.6366972222222,-84.4278638888889,KA,United States,KATL,NA,AGAF,NA,NA,NA,NA,A CORUNA
KORD,CHICAGO-O'HARE INTL,41.9745194444444,-87.9065972222222,KO,United States,KORD,NA,AGAR,NA,NA,NA,NA,A L MANGHAM JR. RGNL
KDFW,DALLAS/FORT WORTH INTL,32.8972305555556,-97.0376944444444,KD,United States,KDFW,NA,AGAT,NA,NA,NA,NA,A P HILL AAF (FORT A P HILL)
KLAX,LOS ANGELES INTL,33.9424944444444,-118.408047222222,KL,United States,KLAX,NA,AGBA,NA,NA,NA,NA,"A.N.R. ROBINSON,TOBAGO"
ZBAA,BEIJING/CAPITAL,40.0733333333333,116.598333333333,ZB,China,ZBAA,NA,AGBT,NA,NA,NA,NA,AACHEN-MERZBRUECK
KDEN,DENVER INTL,39.8616666666667,-104.673166666667,KD,United States,KDEN,NA,AGEV,NA,NA,NA,NA,AALBORG (CIV/MIL)
KCLT,CHARLOTTE/DOUGLAS INTL,35.21375,-80.9490555555556,KC,United States,KCLT,NA,AGGA,NA,NA,NA,NA,AALEN-HEIDENHEIM/ELCHINGEN
KIAH,GEORGE BUSH INTERCONTINENTAL/HOUSTON,29.9844333333333,-95.3414416666667,KI,United States,KIAH,NA,AGGB,NA,NA,NA,NA,AALST/ONZE-LIEVE-VROUWZIEKENHUIS
LFPG,PARIS-CHARLES DE GAULLE,49.0097222222222,2.54777777777778,LF,France,LFPG,NA,AGGC,NA,NA,NA,NA,AAPPILATTOQ/NANORTALIK
EGLL,LONDON HEATHROW,51.4775,-0.461388888888889,EG,United Kingdom,EGLL,NA,AGGE,NA,NA,NA,NA,AARHUS
EDDF,FRANKFURT MAIN,50.0333055555556,8.57045555555556,ED,Germany,EDDF,NA,AGGF,NA,NA,NA,NA,AARHUS VANDFLYVEPLADS (WATER AD)
LTBA,ISTANBUL/ATATURK,40.9761111111111,28.8141666666667,LT,Türkiye,LTBA,NA,AGGH,NA,NA,NA,NA,AASIAAT
ZSPD,SHANGHAI/PUDONG,31.145,121.793333333333,ZS,China,ZSPD,NA,AGGI,NA,NA,NA,NA,AASTA HANSTEEN (OFFSHORE HELIDECK)
EHAM,AMSTERDAM/SCHIPHOL,52.3080555555556,4.76416666666667,EH,Netherlands,EHAM,NA,AGGJ,NA,NA,NA,NA,AAVAHELUKKA
CYYZ,"TORONTO/LESTER B. PEARSON INTL, ON",43.6767166666667,-79.6306555555555,CY,Canada,CYYZ,NA,AGGK,NA,NA,NA,NA,ABA
KJFK,JOHN F KENNEDY INTL,40.6399277777778,-73.7786916666667,KJ,United States,KJFK,NA,AGGL,NA,NA,NA,NA,ABADAN
RJTT,TOKYO INTL,35.5533333333333,139.781111111111,RJ,Japan,RJTT,NA,AGGM,NA,NA,NA,NA,ABAIANG
KSFO,SAN FRANCISCO INTL,37.6188055555556,-122.375416666667,KS,United States,KSFO,NA,AGGN,NA,NA,NA,NA,ABAKAN
WIII,JAKARTA/SOEKARNO HATTA INTL,-6.12361111111111,106.661111111111,WI,Indonesia,WIII,NA,AGGO,NA,NA,NA,NA,ABBEVILLE
KPHX,PHOENIX SKY HARBOR INTL,33.4342777777778,-112.011583333333,KP,United States,KPHX,NA,AGGP,NA,NA,NA,NA,ABBEYSHRULE
KEWR,NEWARK LIBERTY INTL,40.6924777777778,-74.1686861111111,KE,United States,KEWR,NA,AGGQ,NA,NA,NA,NA,ABBIEGLASSIE
KPHL,PHILADELPHIA INTL,39.8720833333333,-75.2406611111111,KP,United States,KPHL,NA,AGGR,NA,NA,NA,NA,"ABBOTSFORD, BC"
ZGGG,GUANGZHOU/BAIYUN,23.3933333333333,113.308333333333,ZG,China,ZGGG,NA,AGGS,NA,NA,NA,NA,ABBS
KMIA,MIAMI INTL,25.7953611111111,-80.2901138888889,KM,United States,KMIA,NA,AGGT,NA,NA,NA,NA,ABDANAN
KLAS,MC CARRAN INTL,36.0800416666667,-115.152233333333,KL,United States,KLAS,NA,AGGU,NA,NA,NA,NA,ABECHE
VHHH,HONG KONG/INTERNATIONAL,22.3088888888889,113.914722222222,VH,China,VHHH,NA,AGGV,NA,NA,NA,NA,ABEMAMA
KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,44.8819722222222,-93.2217777777778,KM,United States,KMSP,NA,AGGY,NA,NA,NA,NA,ABENGOUROU
OMDB,DUBAI INTERNATIONAL,25.2527777777778,55.3644444444444,OM,United Arab Emirates,OMDB,NA,AGIN,NA,NA,NA,NA,ABERDEEN
MMMX,MEXICO,19.4363944444444,-99.0719694444444,MM,Mexico,MMMX,NA,AGKG,NA,NA,NA,NA,ABERDEEN
KDTW,DETROIT METROPOLITAN WAYNE COUNTY,42.2124444444445,-83.3533888888889,KD,United States,KDTW,NA,AGKU,NA,NA,NA,NA,ABERDEEN
KSEA,SEATTLE-TACOMA INTL,47.4498888888889,-122.311777777778,KS,United States,KSEA,NA,AGKW,NA,NA,NA,NA,ABERDEEN RGNL
EDDM,MUENCHEN,48.3537833333333,11.7860861111111,ED,Germany,EDDM,NA,AGLM,NA,NA,NA,NA,ABERDEEN/DYCE
LEMD,MADRID/ADOLFO SUAREZ MADRID-BARAJAS,40.4722222222222,-3.56083333333333,LE,Spain,LEMD,NA,AGMU,NA,NA,NA,NA,ABERFOYLE
KLGA,LA GUARDIA,40.77725,-73.8726111111111,KL,United States,KLGA,NA,AGOB,NA,NA,NA,NA,ABERPORTH
WMKK,KL INTERNATIONAL/SEPANG,2.74333333333333,101.698055555556,WM,Malaysia,WMKK,NA,AGOK,NA,NA,NA,NA,ABHA
WSSS,SINGAPORE/SINGAPORE CHANGI INTL,1.35921111111111,103.989325,WS,Singapore,WSSS,NA,AGRC,NA,NA,NA,NA,ABILENE RGNL
KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL,42.3629444444444,-71.0063888888889,KB,United States,KBOS,NA,AGRM,NA,NA,NA,NA,ABINGDON DOWNS
VIDP,"INDIRA GANDHI INTERNATIONAL AIRPORT, DELHI",28.5686111111111,77.1122222222222,VI,India,VIDP,NA,AGTI,NA,NA,NA,NA,ABLOW (MOTO LAVA)
LIRF,ROMA/FIUMICINO,41.8002777777778,12.2388888888889,LI,Italy,LIRF,NA,AGVH,NA,NA,NA,NA,ABOHOY
VTBS,BANGKOK/SUVARNABHUMI INTL AIRPORT,13.6858333333333,100.748888888889,VT,Thailand,VTBS,NA,ANYN,NA,NA,NA,NA,ABOISSO
KMCO,ORLANDO INTL,28.4293888888889,-81.309,KM,United States,KMCO,NA,AYBK,NA,NA,NA,NA,ABONG-MBANG
YSSY,SYDNEY/(KINGSFORD SMITH),-33.946,151.177111111111,YS,Australia,YSSY,NA,AYBU,NA,NA,NA,NA,ABOY
ZGSZ,SHENZHEN/BAOAN,22.6383333333333,113.811666666667,ZG,China,ZGSZ,NA,AYCH,NA,NA,NA,NA,ABQAIQ
RKSI,INCHEON INTL,37.4625,126.439166666667,RK,Republic of Korea,RKSI,NA,AYDU,NA,NA,NA,NA,ABRA MINE
VABB,"CHHATRAPATI SHIVAJI MAHARAJ INTERNATIONAL AIRPORT, MUMBAI",19.0916666666667,72.8661111111111,VA,India,VABB,NA,AYGA,NA,NA,NA,NA,ABRAHAM LINCOLN CAPITAL
KDCA,RONALD REAGAN WASHINGTON NATIONAL,38.8514444444444,-77.0377222222222,KD,United States,KDCA,NA,AYGB,NA,NA,NA,NA,ABRANTES (HEL)
LEBL,BARCELONA/JOSEP TARRADELLAS BARCELONA-EL PRAT,41.2969444444444,2.07833333333333,LE,Spain,LEBL,NA,AYGN,NA,NA,NA,NA,ABU ALI
ZUUU,CHENGDU/SHUANGLIU,30.58,103.948333333333,ZU,China,ZUUU,NA,AYGR,NA,NA,NA,NA,ABU DHABI/AL BATEEN EXECUTIVE AIRPORT
KIAD,WASHINGTON DULLES INTL,38.9474444444444,-77.4599444444444,KI,United States,KIAD,NA,AYHF,NA,NA,NA,NA,ABU SIMBEL
SKBO,BOGOTA EL DORADO/BOGOTA,4.701388888888889,-74.14694444444446,SK,Colombia,SKBO,NA,AYHK,NA,NA,NA,NA,ABUJA/NNAMDI AZIKIWE
SBGR,"SAO PAULO/GUARULHOS, GOVERNADOR ANDRE FRANCO MONTORO,  SP",-23.4355555555556,-46.4730555555556,SB,Brazil,SBGR,NA,AYIA,NA,NA,NA,NA,ABUMUMBAZI
KSLC,SALT LAKE CITY INTL,40.7883916666667,-111.977772222222,KS,United States,KSLC,NA,AYIQ,NA,NA,NA,NA,ABUMUSA ISLAND/ABUMUSA
ZLXY,XI'AN/XIANYANG,34.445,108.75,ZL,China,ZLXY,NA,AYKA,NA,NA,NA,NA,ACADIANA REGIONAL
EGKK,LONDON GATWICK,51.1480555555556,-0.190277777777778,EG,United Kingdom,EGKK,NA,AYKI,NA,NA,NA,NA,ACANDI/CHOCO
ZSSS,SHANGHAI/HONGQIAO,31.1966666666667,121.335,ZS,China,ZSSS,NA,AYKK,NA,NA,NA,NA,ACAPULCO
KFLL,FORT LAUDERDALE HOLLYWOOD INTL,26.0716666666667,-80.1496944444444,KF,United States,KFLL,NA,AYKM,NA,NA,NA,NA,ACAPULCO/CASANARE
RPLL,"NINOY AQUINO INTERNATIONAL AIRPORT, MANILA",14.51,121.013611111111,RP,Philippines,RPLL,NA,AYKO,NA,NA,NA,NA,"ACARIGUA, PORTUGUESA"
UUEE,MOSCOW/SHEREMETYEVO,55.9725,37.4130555555556,UU,Russian Federation,UUEE,NA,AYKV,NA,NA,NA,NA,ACARO
LSZH,ZURICH,47.4580555555556,8.54805555555556,LS,Switzerland,LSZH,NA,AYKY,NA,NA,NA,NA,ACCOMACK COUNTY
EKCH,KOBENHAVN/KASTRUP,55.6179166666667,12.6559722222222,EK,Denmark,EKCH,NA,AYMD,NA,NA,NA,NA,ACCRA/KOTOKA INTERNATIONAL
CYVR,"VANCOUVER INTL, BC",49.1946944444444,-123.183966666667,CY,Canada,CYVR,NA,AYMH,NA,NA,NA,NA,ACEH SINGKIL/SYEKH HAMZAH FANSHURI
LOWW,WIEN-SCHWECHAT,48.1102777777778,16.5697222222222,LO,Austria,LOWW,NA,AYMN,NA,NA,NA,NA,ACEH UTARA/MALIKUSSALEH
ENGM,OSLO/GARDERMOEN,60.2027777777778,11.0838888888889,EN,Norway,ENGM,NA,AYMO,NA,NA,NA,NA,ACHAO/AD TOLQUIEN
KMDW,CHICAGO MIDWAY INTL,41.7859833333333,-87.752425,KM,United States,KMDW,NA,AYMR,NA,NA,NA,NA,ACHMER
KBWI,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,39.1757277777778,-76.6689888888889,KB,United States,KBWI,NA,AYMS,NA,NA,NA,NA,ACHUAR
LFPO,PARIS-ORLY,48.7233333333333,2.37944444444444,LF,France,LFPO,NA,AYNZ,NA,NA,NA,NA,ACHUENTZA
EBBR,BRUSSELS/BRUSSELS-NATIONAL,50.9013888888889,4.48444444444444,EB,Belgium,EBBR,NA,AYPY,NA,NA,NA,NA,ADA
ZUCK,CHONGQING/JIANGBEI,29.72,106.64,ZU,China,ZUCK,NA,AYRK,NA,NA,NA,NA,ADABA
YMML,MELBOURNE,-37.6733333333333,144.843333333333,YM,Australia,YMML,NA,AYSE,NA,NA,NA,NA,ADAK
UUDD,MOSCOW/DOMODEDOVO,55.4086111111111,37.9063888888889,UU,Russian Federation,UUDD,NA,AYSL,NA,NA,NA,NA,ADAMINABY
ZSHC,HANGZHOU/XIAOSHAN,30.2283333333333,120.433333333333,ZS,China,ZSHC,NA,AYTA,NA,NA,NA,NA,ADAMPUR
CYYC,"CALGARY INTL, AB",51.1226138888889,-114.013347222222,CY,Canada,CYYC,NA,AYTB,NA,NA,NA,NA,ADANA
ESSA,STOCKHOLM/ARLANDA,59.6519444444444,17.9186111111111,ES,Sweden,ESSA,NA,AYTK,NA,NA,NA,NA,ADANA/INCIRLIK (MIL)
RJAA,NARITA INTL,35.7652777777778,140.385555555556,RJ,Japan,RJAA,NA,AYVN,NA,NA,NA,NA,ADAZI
LTFJ,ISTANBUL/SABIHA GOKCEN,40.8983333333333,29.3091666666667,LT,Türkiye,LTFJ,NA,AYWD,NA,NA,NA,NA,ADDINGTON FIELD
VTBD,BANGKOK/DON MUEANG INTL AIRPORT,13.9144444444444,100.605555555556,VT,Thailand,VTBD,NA,AYWK,NA,NA,NA,NA,ADDIS ABABA/BOLE COM/MET/NOF
RCTP,TAIPEI/TAIWAN TAOYUAN INTERNATIONAL,25.0802777777778,121.232222222222,RC,China,RCTP,NA,AYXM,NA,NA,NA,NA,ADDISON
KMEM,MEMPHIS INTL,35.0424111111111,-89.9766777777778,KM,United States,KMEM,NA,BGAA,NA,NA,NA,NA,ADELAIDE
CYUL,"MONTREAL/PIERRE ELLIOT TRUDEAU INTL,  QC",45.4704611111111,-73.7409305555556,CY,Canada,CYUL,NA,BGAK,NA,NA,NA,NA,ADELAIDE INTL RACEWAY
EDDL,DUESSELDORF,51.280925,6.75731111111111,ED,Germany,EDDL,NA,BGAM,NA,NA,NA,NA,ADELAIDE/PARAFIELD
OEJN,JEDDAH/KING ABDULAZIZ INTERNATIONAL,21.6811111111111,39.1561111111111,OE,Saudi Arabia,OEJN,NA,BGAP,NA,NA,NA,NA,ADELE ISLAND
KDAL,DALLAS LOVE FIELD,32.8459444444444,-96.850875,KD,United States,KDAL,NA,BGAQ,NA,NA,NA,NA,ADELS GROVE
EIDW,DUBLIN,53.4213888888889,-6.27,EI,Ireland,EIDW,NA,BGAS,NA,NA,NA,NA,ADEN/INTL
KPDX,PORTLAND INTL,45.5887083333333,-122.596866666667,KP,United States,KPDX,NA,BGAT,NA,NA,NA,NA,ADI KEYH
PHNL,HONOLULU INTL,21.317825,-157.920261111111,PH,United States,PHNL,NA,BGBW,NA,NA,NA,NA,ADIRONDACK RGNL
SBSP,"SAO PAULO/CONGONHAS, SP",-23.6261111111111,-46.6563888888889,SB,Brazil,SBSP,NA,BGCH,NA,NA,NA,NA,ADISUMARMO INTERNATIONAL AIRPORT
YBBN,BRISBANE,-27.3841666666667,153.1175,YB,Australia,YBBN,NA,BGCO,NA,NA,NA,NA,ADIYAMAN
KSAN,SAN DIEGO INTL,32.7335555555556,-117.189666666667,KS,United States,KSAN,NA,BGET,NA,NA,NA,NA,ADJUMAN
ZSAM,XIAMEN/GAOQI,24.545,118.126666666667,ZS,China,ZSAM,NA,BGFD,NA,NA,NA,NA,ADRAR/TOUAT-CHEIKH SIDI MOHAMED BELKEBIR
KHOU,WILLIAM P HOBBY,29.6454166666667,-95.2788333333333,KH,United States,KHOU,NA,BGGH,NA,NA,NA,NA,ADRESSE COLLECTIVE POUR NOTAM ET SNOWTAM
LSGG,GENEVA,46.2383333333333,6.10944444444444,LS,Switzerland,LSGG,NA,BGGN,NA,NA,NA,NA,AERO
LEPA,PALMA DE MALLORCA,39.5516666666667,2.73888888888889,LE,Spain,LEPA,NA,BGIA,NA,NA,NA,NA,AERODAMAS/QUEPOS
KTPA,TAMPA INTL,27.9754722222222,-82.53325,KT,United States,KTPA,NA,BGIG,NA,NA,NA,NA,AERODROMO DE LA CUESTA (CIUDAD REAL)
PANC,TED STEVENS ANCHORAGE INTL,61.1740833333333,-149.998136111111,PA,United States,PANC,NA,BGIK,NA,NA,NA,NA,AERODROMO LA CAMINERA (CIUDAD REAL)
EGCC,MANCHESTER,53.3538888888889,-2.275,EG,United Kingdom,EGCC,NA,BGIL,NA,NA,NA,NA,AEROFLANDES/TOLIMA
LTAI,ANTALYA (MIL-CIV),36.9002777777778,30.7927777777778,LT,Türkiye,LTAI,NA,BGIN,NA,NA,NA,NA,AERONAUTICAL INFORMATION SERVICE-CENTER (AIS-C) AND INTERNATIONAL NOTAM OFFICE
SBBR,"BRASILIA/PRES. JUSCELINO KUBITSCHEK, DF",-15.8711111111111,-47.9186111111111,SB,Brazil,SBBR,NA,BGIS,NA,NA,NA,NA,AEROPARQUE J. NEWBERY (CABA)
LGAV,ATHINAI/ELEFTHERIOS VENIZELOS,37.9367,23.9445,LG,Greece,LGAV,NA,BGIT,NA,NA,NA,NA,AEROPOLICIAL MANABI HELIPUERTO
EGSS,LONDON STANSTED,51.885,0.235,EG,United Kingdom,EGSS,NA,BGJH,NA,NA,NA,NA,AEROPORT INTERNATIONAL DE CAP SKIRRING
EFHK,HELSINKI-VANTAA (FINTRAFFIC ANS),60.3172222222222,24.9633333333333,EF,Finland,EFHK,NA,BGJN,NA,NA,NA,NA,AEROPORT INTERNATIONAL DE NIAMTOUGOU (AIN)
KBNA,NASHVILLE INTL,36.124475,-86.6781805555556,KB,United States,KBNA,NA,BGKA,NA,NA,NA,NA,AEROPORT INTERNATIONAL GNASSINGBE EYADEMA (AIGE)
LPPT,LISBOA,38.7741666666667,-9.13416666666667,LP,Portugal,LPPT,NA,BGKK,NA,NA,NA,NA,AEROPORT INTL. BLAISE DIAGNE-DAKAR-DIASS
ZHHH,WUHAN/TIANHE,30.785,114.206666666667,ZH,China,ZHHH,NA,BGKL,NA,NA,NA,NA,AEROPUERTO DEL NORTE
KSTL,LAMBERT-ST LOUIS INTL,38.7486972222222,-90.3700277777778,KS,United States,KSTL,NA,BGKM,NA,NA,NA,NA,AEROPUERTO INTL ILOPANGO
RJFF,FUKUOKA,33.5844444444444,130.451666666667,RJ,Japan,RJFF,NA,BGKQ,NA,NA,NA,NA,AEROPUERTO INTL SAN OSCAR ARNULFO ROMERO Y GALDAMEZ
LIMC,MILANO/MALPENSA,45.63,8.72305555555556,LI,Italy,LIMC,NA,BGKS,NA,NA,NA,NA,AEROSPORT/TOLIMA
OERK,RIYADH/KING KHALED INTERNATIONAL,24.9627777777778,46.7080555555556,OE,Saudi Arabia,OERK,NA,BGKT,NA,NA,NA,NA,"AEROTORTUGUERO/ROXANA, GUAPILES"
ZSNJ,NANJING/LUKOU,31.7433333333333,118.863333333333,ZS,China,ZSNJ,NA,BGMQ,NA,NA,NA,NA,AFABET
RJBB,KANSAI INTL,34.4341666666667,135.232777777778,RJ,Japan,RJBB,NA,BGMV,NA,NA,NA,NA,AFB MAKHADO MILITARY
ZWWW,URUMQI/DIWOPU,43.9083333333333,87.475,ZW,China,ZWWW,NA,BGNK,NA,NA,NA,NA,AFGANISTAN/CASANARE
ZHCC,ZHENGZHOU/XINZHENG,34.5183333333333,113.84,ZH,China,ZHCC,NA,BGNN,NA,NA,NA,NA,AFTON MUNI
OMAA,ZAYED INTERNATIONAL,24.4330555555556,54.6511111111111,OM,United Arab Emirates,OMAA,NA,BGNO,NA,NA,NA,NA,AFUTARA
KOAK,METROPOLITAN OAKLAND INTL,37.72125,-122.221138888889,KO,United States,KOAK,NA,BGNS,NA,NA,NA,NA,AFYON (MIL)
ZSQD,QINGDAO/JIAODONG,36.265,120.373333333333,ZS,China,ZSQD,NA,BGNT,NA,NA,NA,NA,AGADEZ/MANO DAYAK
ZGCS,CHANGSHA CITY,28.05,112.966666666667,ZG,China,ZGCS,NA,BGNU,NA,NA,NA,NA,AGADIR/AL MASSIRA
KRDU,RALEIGH-DURHAM INTL,35.8776388888889,-78.7874722222222,KR,United States,KRDU,NA,BGPT,NA,NA,NA,NA,AGADIR/INEZGANE
KIND,INDIANAPOLIS INTL,39.7173055555556,-86.2946388888889,KI,United States,KIND,NA,BGQE,NA,NA,NA,NA,AGARTALA
KTEB,TETERBORO,40.8501111111111,-74.0608333333333,KT,United States,KTEB,NA,BGQQ,NA,NA,NA,NA,AGATTI
EDDH,HAMBURG,53.6303888888889,9.98822777777778,ED,Germany,EDDH,NA,BGQT,NA,NA,NA,NA,AGEN-LA GARENNE
KAUS,AUSTIN-BERGSTROM INTL,30.194525,-97.669875,KA,United States,KAUS,NA,BGSC,NA,NA,NA,NA,AGGENEYS
VOBL,"KEMPEGOWDA INTERNATIONAL AIRPORT, BENGALURU",13.1988694444444,77.7054777777778,VO,India,VOBL,NA,BGSF,NA,NA,NA,NA,AGHAJARI
WARR,SURABAYA/JUANDA,-7.38083333333333,112.786388888889,WA,Indonesia,WARR,NA,BGSG,NA,NA,NA,NA,AGHDAM
UUWW,MOSCOW/VNUKOVO,55.5991666666667,37.2730555555556,UU,Russian Federation,UUWW,NA,BGSI,NA,NA,NA,NA,AGINCOURT NORTH
KSDF,LOUISVILLE INTL-STANDIFORD FIELD,38.1740833333333,-85.7364972222222,KS,United States,KSDF,NA,BGSQ,NA,NA,NA,NA,AGINCOURT SOUTH
RJCC,SAPPORO/NEW CHITOSE,42.7752777777778,141.6925,RJ,Japan,RJCC,NA,BGSS,NA,NA,NA,NA,AGNES WATER
MMUN,CANCUN,21.0427416666667,-86.8732,MM,Mexico,MMUN,NA,BGST,NA,NA,NA,NA,AGNEW
EPWA,CHOPINA W WARSZAWIE,52.1658333333333,20.9672222222222,EP,Poland,EPWA,NA,BGSV,NA,NA,NA,NA,AGORDAT
KSAT,SAN ANTONIO INTL,29.5339555555556,-98.4690555555556,KS,United States,KSAT,NA,BGTA,NA,NA,NA,NA,AGRA (INDIAN AIR FORCE)
NZAA,AUCKLAND INTL,-37.0080555555556,174.791666666667,NZ,New Zealand,NZAA,NA,BGTL,NA,NA,NA,NA,AGRI/AHMED-I HANI
HECA,CAIRO/INTL,30.1113888888889,31.4138888888889,HE,Egypt,HECA,NA,BGTN,NA,NA,NA,NA,AGRINION MIL
RKPC,JEJU INTL,33.5122222222222,126.492777777778,RK,Republic of Korea,RKPC,NA,BGTQ,NA,NA,NA,NA,AGROAZUCAR
CYEG,"EDMONTON INTL, AB",53.3098833333333,-113.579494444444,CY,Canada,CYEG,NA,BGUK,NA,NA,NA,NA,AGROMARINA
LFMN,NICE-COTE D'AZUR,43.6652777777778,7.215,LF,France,LFMN,NA,BGUM,NA,NA,NA,NA,AGROPECUARIA PLAYA CALETAS/NICOYA
MPTO,TOCUMEN,9.07215277777778,-79.3833305555555,MP,Panama,MPTO,NA,BGUQ,NA,NA,NA,NA,AGUA BLANCA/TOLIMA
KSJC,NORMAN Y. MINETA SAN JOSE INTL,37.362994444444404,-121.928619444444,KS,United States,KSJC,NA,BGUT,NA,NA,NA,NA,AGUA BLANCA/TOLIMA
KCVG,CINCINNATI/NORTHERN KENTUCKY INTL,39.0488361111111,-84.6678222222222,KC,United States,KCVG,NA,BIAR,NA,NA,NA,NA,AGUACLARA/CASANARE
RJOO,OSAKA INTL,34.7844444444444,135.439166666667,RJ,Japan,RJOO,NA,BIBA,NA,NA,NA,NA,AGUAS BLANCAS/CESAR
RKSS,GIMPO INTL,37.5569444444444,126.7975,RK,Republic of Korea,RKSS,NA,BIBD,NA,NA,NA,NA,AGUAS CLARAS/OCANA
SBGL,"RIO DE JANEIRO/GALEAO-ANTONIO CARLOS JOBIM,  RJ",-22.81,-43.2505555555556,SB,Brazil,SBGL,NA,BIBL,NA,NA,NA,NA,AGUAS CLARAS/SANTANDER
KPIT,PITTSBURGH INTL,40.4914166666667,-80.2326944444444,KP,United States,KPIT,NA,BIBR,NA,NA,NA,NA,AGUASCALIENTES
ROAH,NAHA,26.1933333333333,127.639722222222,RO,Japan,ROAH,NA,BIDV,NA,NA,NA,NA,AGUAYO
VOMM,CHENNAI INTERNATIONAL,12.995,80.1755555555556,VO,India,VOMM,NA,BIEG,NA,NA,NA,NA,AGUNI
WADD,BALI/I GUSTI NGURAH RAI,-8.7475,115.169166666667,WA,Indonesia,WADD,NA,BIFL,NA,NA,NA,NA,AHE
EDDK,KOELN/BONN,50.8659166666667,7.14274444444445,ED,Germany,EDDK,NA,BIFM,NA,NA,NA,NA,AHMED AL JABER AIR BASE
SCEL,SANTIAGO/AP ARTURO MERINO BENITEZ,-33.3944416666667,-70.7938027777778,SC,Chile,SCEL,NA,BIGJ,NA,NA,NA,NA,AHMOSUO
KSNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,33.6756666666667,-117.868222222222,KS,United States,KSNA,NA,BIGR,NA,NA,NA,NA,AHRENLOHE
ULLI,SANKT-PETERBURG/PULKOVO,59.8002777777778,30.2625,UL,Russian Federation,ULLI,NA,BIGS,NA,NA,NA,NA,AHRENSFELDE BP HEL
LKPR,PRAHA/RUZYNE,50.1008333333333,14.26,LK,Czechia,LKPR,NA,BIHE,NA,NA,NA,NA,AHUANO/JUMANDY
ZBTJ,TIANJIN/BINHAI,39.1233333333333,117.345,ZB,China,ZBTJ,NA,BIHI,NA,NA,NA,NA,AHVENANMAAN KESKUSSAIRAALA
KMSY,LOUIS ARMSTRONG NEW ORLEANS INTL,29.9932777777778,-90.2590277777778,KM,United States,KMSY,NA,BIHK,NA,NA,NA,NA,AHWAZ
KMCI,KANSAS CITY INTL,39.2976111111111,-94.7138888888889,KM,United States,KMCI,NA,BIHL,NA,NA,NA,NA,AI-AIS
KCMH,PORT COLUMBUS INTL,39.9969444444444,-82.8921583333333,KC,United States,KCMH,NA,BIHN,NA,NA,NA,NA,AIGEN MIL
VVNB,HA NOI/NOI BAI INTERNATIONAL,21.2216666666667,105.805555555556,VV,Viet Nam,VVNB,NA,BIHU,NA,NA,NA,NA,AIKEN MUNI
KCLE,CLEVELAND-HOPKINS INTL,41.4094166666667,-81.8546944444444,KC,United States,KCLE,NA,BIHZ,NA,NA,NA,NA,AILERON
LIML,MILANO/LINATE,45.4494444444444,9.27833333333333,LI,Italy,LIML,NA,BIIS,NA,NA,NA,NA,AILERTCHEN
ZJHK,HAIKOU/MEILAN,19.9333333333333,110.46,ZJ,China,ZJHK,NA,BIKA,NA,NA,NA,NA,AIN OUSSERA
EGGW,LONDON LUTON,51.8747222222222,-0.368333333333333,EG,United Kingdom,EGGW,NA,BIKE,NA,NA,NA,NA,AINSWORTH RGNL
ZUGY,GUIYANG/LONGDONGBAO,26.5366666666667,106.8,ZU,China,ZUGY,NA,BIKF,NA,NA,NA,NA,AIOUN EL ATROUSS
ZYTL,DALIAN/ZHOUSHUIZI,38.9666666666667,121.54,ZY,China,ZYTL,NA,BIKL,NA,NA,NA,NA,AIRE-SUR-L'ADOUR
EDDS,STUTTGART,48.6898777777778,9.22196388888889,ED,Germany,EDDS,NA,BIKP,NA,NA,NA,NA,AISHALTON
KPBI,PALM BEACH INTL,26.6831611111111,-80.0955916666667,KP,United States,KPBI,NA,BIKR,NA,NA,NA,NA,AITUTAKI
LLBG,TEL-AVIV/BEN GURION AIRPORT,32.0094444444444,34.8855555555556,LL,Israel,LLBG,NA,BIMK,NA,NA,NA,NA,AIWAH
EGPH,EDINBURGH,55.95,-3.3725,EG,United Kingdom,EGPH,NA,BIMM,NA,NA,NA,NA,AIX LES MILLES
SABE,AEROPARQUE J. NEWBERY (CABA),-34.5588888888889,-58.4163888888889,SA,Argentina,SABE,NA,BIMS,NA,NA,NA,NA,AIZWAL
LFLL,LYON SAINT-EXUPERY,45.7255555555556,5.08111111111111,LF,France,LFLL,NA,BIND,NA,NA,NA,NA,AJACCIO-NAPOLEON-BONAPARTE
SBRJ,RIO DE JANEIRO/SANTOS DUMONT  RJ,-22.91,-43.1625,SB,Brazil,SBRJ,NA,BINF,NA,NA,NA,NA,AJDOVSCINA
LEMG,MALAGA/COSTA DEL SOL,36.675,-4.49916666666667,LE,Spain,LEMG,NA,BIRE,NA,NA,NA,NA,AKENO
WAAA,MAKASSAR/SULTAN HASANUDDIN,-5.06083333333333,119.554444444444,WA,Indonesia,WAAA,NA,BIRF,NA,NA,NA,NA,AKERSBERGA
ZYHB,HARBIN/TAIPING,45.625,126.251666666667,ZY,China,ZYHB,NA,BIRG,NA,NA,NA,NA,AKETI
